reward_mode,lam,policy,mean_cum_profit,std_cum_profit,mean_final_wvar,std_final_wvar,mean_pairwise_gap,std_pairwise_gap,mean_cum_reward,std_cum_reward
profit_wvar_mean,1.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,1173065.2434501948,1956.3000707389974
profit_wvar_mean,1.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1067787.8339710638,3661.2213344181787
profit_wvar_mean,2.0,PPO_profit_wvar_mean,1289839.0,15923.23967036859,0.014950564275241357,0.00044225782940529313,0.33712238073349,0.016650284119379574,1289837.5260491308,15923.278862911151
profit_wvar_mean,2.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,1173064.4869003897,1956.2939282576115
profit_wvar_mean,2.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1067787.2679421273,3661.227755730104
profit_wvar_mean,5.0,PPO_profit_wvar_mean,1292839.0,15316.290477788674,0.015194577309412437,0.0006345344766744271,0.34045871496200564,0.014996574796160565,1292835.2752413515,15316.341381204893
profit_wvar_mean,5.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,1173062.2172509735,1956.2755009912792
profit_wvar_mean,5.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1067785.5698553186,3661.2470197062926
profit_wvar_mean,7.0,PPO_profit_wvar_mean,1270581.2,36238.300045118005,0.016156970059774803,0.0015667056307309935,0.34773753881454467,0.014391635445546544,1270575.6936808974,36238.72679772224
profit_wvar_mean,7.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,1173060.7041513626,1956.2632162949326
profit_wvar_mean,7.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1067784.4377974458,3661.2598623908275
profit_wvar_mean,10.0,PPO_profit_wvar_mean,1295456.6,12776.731688503129,0.015224988457267255,0.0007889292479121617,0.3432185292243958,0.011239668394131597,1295449.1094377253,12776.868436451552
profit_wvar_mean,10.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,1173058.4345019467,1956.2447894727663
profit_wvar_mean,10.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1067782.739710637,3661.279126467678
