reward_mode,lam,policy,mean_cum_profit,std_cum_profit,mean_final_wvar,std_final_wvar,mean_pairwise_gap,std_pairwise_gap,mean_cum_reward,std_cum_reward
profit_wvar_approval,10.0,PPO_profit_wvar_approval,1051239.6,28916.583619784687,0.02971370187340508,0.0005088458065035231,0.4628576934337616,0.005184855219908393,1051231.648380266,28917.03515273694
profit_wvar_approval,10.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,1173030.4542990942,1955.9333004183834
profit_wvar_approval,10.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1067786.668822577,3661.2272935071483
profit_wvar_approval,100.0,PPO_profit_wvar_approval,1052940.0,21649.941579597853,0.03012466484610462,0.0004596090349236895,0.4650680422782898,0.0046687389785516065,1052860.4528803942,21652.800281647662
profit_wvar_approval,100.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,1172710.5429909409,1952.5795136855115
profit_wvar_approval,100.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1067771.088225771,3661.3387180076716
profit_wvar_approval,1000.0,PPO_profit_wvar_approval,1051696.2,32467.867644180144,0.030306269181414436,0.00047868131221244953,0.4694068193435669,0.014561999049839154,1050896.7558170042,32508.535018188923
profit_wvar_approval,1000.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,1169511.4299094086,1919.2867461280596
profit_wvar_approval,1000.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1067615.2822577085,3662.453057225371
profit_wvar_approval,10000.0,PPO_profit_wvar_approval,1056479.2,16661.021582123947,0.030331502775947504,0.0006174356752534066,0.46572675108909606,0.0077300270803553625,1048566.5484409496,16795.707096834616
profit_wvar_approval,10000.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,1137520.299094087,1616.2964644448662
profit_wvar_approval,10000.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1066057.2225770864,3673.6058389023246
profit_wvar_approval,100000.0,PPO_profit_wvar_approval,1086659.8,3959.3207195174273,0.030792599740914212,0.000504205911962772,0.4792995393276215,0.008893925857245282,1010012.7515477396,4844.307818321686
profit_wvar_approval,100000.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,817608.990940871,3698.695559893971
profit_wvar_approval,100000.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,1050476.6257708645,3786.041787724342
profit_wvar_approval,1000000.0,PPO_profit_wvar_approval,589308.4,62097.91547097213,0.0308508423031513,0.0007164722770176718,0.4702937722206116,0.007475352886662852,372960.4895090485,79824.35990626346
profit_wvar_approval,1000000.0,ProfitMax,1173066.0,1956.3062132498583,0.015416931369852994,0.0001743243774887239,0.3182929277420044,0.0027993968453620967,-2381504.0905912905,47983.335710943946
profit_wvar_approval,1000000.0,DemographicParity,1067788.4,3661.214913112859,0.010570634688029375,0.00012596990479983843,0.29444841146469114,0.009077273794088883,894670.6577086464,4977.673216091313
